School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL
Westfield State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Westfield, MA",www.WestfieldStateOwls.com,www.westfield.ma.edu
Western New England University,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Research Universities,"Springfield, MA",www.wne.edu/,www.wnegoldenbears.com
American International College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MA",www.aic.edu,www.aicyellowjackets.com
Springfield College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MA",www.springfieldcollege.edu/,www.springfieldcollege.edu/homepage/athletics.nsf/hom
Anna Maria College,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Paxton, MA",www.annamaria.edu,www.annamaria.edu/athletics/
Worcester Polytechnic Institute,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Research Universities,"Worcester, MA",www.wpi.edu/,www.wpi.edu/athletics
Worcester State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Worcester, MA",www.worcester.edu/,www.wsulancers.com
Assumption College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Worcester, MA",www.assumption.edu,www.assumptiongreyhounds.com
Becker College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Worcester, MA",www.becker.edu,www.beckerhawks.com
College of the Holy Cross,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Baccalaureate Colleges,"Worcester, MA",www.goholycross.com,www.holycross.edu
Clark University (Massachusetts),Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Research Universities,"Worcester, MA",www.clarku.edu,www.clarku.edu/departments/athletics
Dean College,Division III,Division III,Non-DI,Provisional Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Franklin, MA",www.dean.edu,www.deanbulldogs.com
Eastern Nazarene College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Quincy, MA",www.enc.edu,www.enc.edu/athletics
Babson College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Babson Park, MA",www.babson.edu,www.babsonathletics.com
Lasell University,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Newton, MA",laserpride.lasell.edu,www.lasell.edu
Brandeis University,Division III,Division III,Non-DI,Active Member,University Athletic Association,University Athletic Association,Non-HBCU,Private,Research Universities,"Waltham, MA",www.brandeis.edu,www.brandeisjudges.com
Bentley University,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Waltham, MA",www.bentley.edu,www.bentley.edu/athletics
Fitchburg State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Fitchburg, MA",www.fitchburgfalcons.com,www.fitchburgstate.edu
Massachusetts College of Liberal Arts,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"North Adams, MA",athletics.mcla.edu/,www.mcla.edu/
University of Connecticut,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Storrs, CT",www.uconn.edu,www.uconnhuskies.com
University of Hartford,Division I,Division I,DI Subdivision,Active Member,America East Conference,America East Conference,Non-HBCU,Private,Research Universities,"West Hartford, CT",www.hartford.edu,www.hartfordhawks.com
Massachusetts Maritime Academy,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Buzzards Bay, MA",www.maritime.edu,www.mmabucs.com
Castleton University,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Baccalaureate Colleges,"Castleton, VT",www.castleton.edu,www.castletonsports.com/landing/index
Northern Vermont University-Lyndon,Division III,Division III,Non-DI,Active Member,North Atlantic Conference,North Atlantic Conference,Non-HBCU,Public,-2.0,"Lyndonville, VT",www.lyndonhornets.com,www.lyndonstate.edu
Williams College,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Williamstown, MA",athletics.williams.edu/landing/index,www.williams.edu/
Western Connecticut State University,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Danbury, CT",www.wcsu.edu/,www.wcsuathletics.com
University of Bridgeport,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Research Universities,"Bridgeport, CT",www.bridgeport.edu,www.ubknights.com
Fairfield University,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fairfield, CT",fairfield.edu,fairfieldstags.com
St. Bonaventure University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"St. Bonaventure, NY",www.gobonnies.com,www.sbu.edu
Western Washington University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bellingham, WA",www.wwu.edu/,www.wwuvikings.com
Seattle Pacific University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Research Universities,"Seattle, WA",www.spu.edu,www.spufalcons.com
University of Puget Sound,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Tacoma, WA",www.loggerathletics.com,www.pugetsound.edu
Saint Martin's University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lacey, WA",www.smusaints.com,www.stmartin.edu/
Concordia University Portland,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Research Universities,"Portland, OR",www.cu-portland.edu,www.gocugo.com
University of Portland,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Portland, OR",www.portlandpilots.com,www.up.edu/
Pacific University (Oregon),Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Research Universities,"Forest Grove, OR",goboxers.com,www.pacificu.edu/
George Fox University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Research Universities,"Newberg, OR",www.georgefox.edu,www.gfubruins.com
Linfield College,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"McMinnville, OR",www.linfield.edu,www.linfield.edu/sports
Western Oregon University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Monmouth, OR",www.wou.edu,www.wouwolves.com
Willamette University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Salem, OR",willamette.prestosports.com/landing/index,www.willamette.edu/
Oregon State University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Corvallis, OR",www.oregonstate.edu/,www.osubeavers.com
University of Oregon,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Eugene, OR",www.goducks.com,www.uoregon.edu
Humboldt State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Arcata, CA",www.hsulumberjacks.com,www.humboldt.edu
Sonoma State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Rohnert Park, CA",www.sonoma.edu/,www.sonomaseawolves.com
"California State University, Chico",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Chico, CA",www.chicowildcats.com,www.csuchico.edu
San Jose State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Jose, CA",www.sjsu.edu,www.sjsuspartans.com
Dominican University of California,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Rafael, CA",www.dominican.edu,www.dominicanathletics.com
Saint Mary's College of California,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Moraga, CA",www.SMCGaels.com,www.stmarys-ca.edu/
"University of California, Berkeley",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Berkeley, CA",www.berkeley.edu,www.calbears.com
Academy of Art University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Francisco, CA",www.academyart.edu,www.artuathletics.com
Notre Dame de Namur University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Belmont, CA",www.ndnu.edu/,www.ndnuargos.com
"California State University, East Bay",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Hayward, CA",www.csueastbay.edu,www.eastbaypioneers.com
Stanford University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Stanford, CA",www.gostanford.com,www.stanford.edu
Santa Clara University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Santa Clara, CA",www.santaclarabroncos.com,www.scu.edu
"University of California, Santa Cruz",Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"Santa Cruz, CA",www.goslugs.com/,www.ucsc.edu/
"California State University, Fresno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Fresno, CA",www.csufresno.edu,www.gobulldogs.com
"California State University, Stanislaus",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Turlock, CA",www.csustan.edu,www.warriorathletics.com
University of the Pacific,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Stockton, CA",www.pacific.edu/,www.pacifictigers.com
"California State University, Sacramento",Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Sacramento, CA",www.csus.edu,www.hornetsports.com
"University of California, Davis",Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Davis, CA",www.ucdavis.edu,www.ucdavisaggies.com
"California State University, Bakersfield",Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bakersfield, CA",www.csub.edu,www.gorunners.com
"University of California, Santa Barbara",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Santa Barbara, CA",ucsbgauchos.com,www.ucsb.edu
California Polytechnic State University,Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Luis Obispo, CA",gopoly.com,www.calpoly.edu
Fresno Pacific University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fresno, CA",fpuathletics.com/,www.fresno.edu
Point Loma Nazarene University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Diego, CA",www.plnusealions.com,www.pointloma.edu
"University of California, San Diego",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"La Jolla, CA",www.ucsd.edu,www.ucsdtritons.com
"California State University, San Marcos",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Marcos, CA",csusmcougars.com,www.csusm.edu
"California State Polytechnic University, Pomona",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Pomona, CA",www.broncoathletics.com,www.cpp.edu
"University of California, Riverside",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Riverside, CA",www.gohighlanders.com/,www.ucr.edu
University of Redlands,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Redlands, CA",www.goredlands.com,www.redlands.edu
"California State University, San Bernardino",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Bernardino, CA",www.csusb.edu,www.csusbathletics.com
Pomona-Pitzer Colleges,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Claremont, CA",www.pe.pomona.edu,www.pomona.edu
University of La Verne,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"La Verne, CA",www.laverne.edu,www.leopardathletics.com
Claremont McKenna-Harvey Mudd-Scripps Colleges,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Claremont, CA",www.claremontmckenna.edu,www.cmsathletics.org
Concordia University Irvine,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Irvine, CA",www.cui.edu,www.cuieagles.com
"University of California, Irvine",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Irvine, CA",www.uci.edu,www.ucirvinesports.com/landing/index
Chapman University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Orange, CA",www.chapman.edu,www.chapmanathletics.com
"California State University, Fullerton",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Fullerton, CA",www.fullerton.edu,www.fullertontitans.com
Biola University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Research Universities,"La Mirada, CA",athletics.biola.edu/,www.biola.edu/
Whittier College,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Whittier, CA",www.wcpoets.com,www.whittier.edu
California Institute of Technology,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Pasadena, CA",www.caltech.edu,www.gocaltech.com
"California State University, Los Angeles",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Los Angeles, CA",www.calstatela.edu,www.calstatelaathletics.com
Occidental College,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Los Angeles, CA",www.oxy.edu,www.oxyathletics.com
"California State University, Dominguez Hills",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Carson, CA",www.csudh.edu,www.gotoros.com
Long Beach State University,Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Long Beach, CA",longbeachstate.com,www.csulb.edu
Loyola Marymount University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.LMULions.com,www.lmu.edu
University of Southern California,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.usc.edu/,www.usctrojans.com
"University of California, Los Angeles",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Los Angeles, CA",www.ucla.edu,www.uclabruins.com
"California State University, Northridge",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Northridge, CA",www.GoMatadors.com,www.csun.edu
Pepperdine University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Malibu, CA",www.pepperdine.edu/,www.pepperdinesports.com
California Lutheran University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Thousand Oaks, CA",www.callutheran.edu,www.clusports.com
Central Washington University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ellensburg, WA",cwu.edu,wildcatsports.com
Gonzaga University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Spokane, WA",www.gonzaga.edu,www.gozags.com
"University of Nevada, Reno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Reno, NV",www.nevadawolfpack.com,www.unr.edu
Texas A&M University-Kingsville,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Research Universities,"Kingsville, TX",www.javelinaathletics.com,www.tamuk.edu/
Texas Lutheran University,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Seguin, TX",www.tlu.edu,www.tlubulldogs.com/
Texas State University,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"San Marcos, TX",www.txstate.edu/,www.txstatebobcats.com
University of Texas at Austin,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Austin, TX",www.TexasSports.com,www.utexas.edu
Concordia University Texas,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Austin, TX",www.athletics.concordia.edu,www.concordia.edu/
Lamar University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Beaumont, TX",www.lamar.edu/,www.lamarcardinals.com
Lubbock Christian University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lubbock, TX",www.lcu.edu,www.lcuchaps.com
Eastern New Mexico University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Portales, NM",www.enmu.edu,www.goeasternathletics.com
Texas Tech University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Lubbock, TX",www.texastech.com/,www.ttu.edu/
West Texas A&M University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Canyon, TX",www.gobuffsgo.com,www.wtamu.edu
Prairie View A&M University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Prairie View, TX",www.pvamu.edu,www.pvpanthers.com
University of Houston,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Houston, TX",www.uh.edu,www.uhcougars.com
University of St. Thomas (Texas),Division III,Division III,Non-DI,Provisional Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Houston, TX",www.stthom.edu,www.ustcelts.com
"Texas A&M University, College Station",Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"College Station, TX",www.12thman.com,www.tamu.edu
Sam Houston State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Huntsville, TX",www.gobearkats.com,www.shsu.edu/
University of Mary Hardin-Baylor,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Belton, TX",www.umhb.edu,www.umhb.edu/athletics
Stephen F. Austin State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Nacogdoches, TX",sfajacks.cstv.com,www.sfasu.edu/
East Texas Baptist University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Marshall, TX",www.etbu.edu,www.goetbutigers.com
LeTourneau University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Longview, TX",www.letu.edu,www.letuathletics.com
Houston Baptist University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Master's Colleges & Universities,"Houston, TX",www.hbu.edu/,www.hbuhuskies.com
University of Texas of the Permian Basin,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Odessa, TX",www.utpb.edu/,www.utpbfalcons.com
The University of Texas at Tyler,Division III,Division III,Non-DI,Reclass DIII to DII (B20.6.3.1),Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Research Universities,"Tyler, TX",www.uttyler.edu,www.uttyler.edu/athletics
Texas A&M International University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Laredo, TX",www.tamiu.edu,www.tamiu.edu/athletics/
Texas A&M University-Corpus Christi,Division I,Division I,DI Subdivision,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Corpus Christi, TX",www.goislanders.com,www.tamucc.edu/
St. Edward's University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Austin, TX",www.GoHilltoppers.com,www.stedwards.edu/
Pacific Lutheran University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Tacoma, WA",www.golutes.com,www.plu.edu/
Schreiner University,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Kerrville, TX",athletics.schreiner.edu/,www.schreiner.edu/
San Francisco State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Francisco, CA",sfstategators.com,www.sfsu.edu/
Southwestern University (Texas),Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Georgetown, TX",www.southwestern.edu,www.southwesternpirates.com
Texas Southern University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Research Universities,"Houston, TX",www.tsu.edu/,www.tsusports.com
Tarleton State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Stephenville, TX",tarletonsports.com,www.tarleton.edu/
Howard Payne University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Brownwood, TX",www.hpusports.com,www.hputx.edu
Sul Ross State University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Public,Master's Colleges & Universities,"Alpine, TX",www.srlobos.com,www.sulross.edu/
Texas A&M University-Commerce,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Research Universities,"Commerce, TX",www.lionathletics.com,www.tamuc.edu
Angelo State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Angelo, TX",www.angelo.edu,www.angelosports.com
Midwestern State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Wichita Falls, TX",msumustangs.com,www.mwsu.edu/
Baylor University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Private,Research Universities,"Waco, TX",www.BaylorBears.com,www.baylor.edu
Texas Christian University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Private,Research Universities,"Fort Worth, TX",www.gofrogs.com,www.tcu.edu
University of Texas at Arlington,Division I,Division I,DI Subdivision,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Arlington, TX",www.uta.edu,www.utamavs.com
Dallas Baptist University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Research Universities,"Dallas, TX",www.dbu.edu,www.dbupatriots.com
University of Dallas,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Irving, TX",www.udallas.edu,www.udallasathletics.com
Southern Methodist University,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Private,Research Universities,"Dallas, TX",www.smu.edu,www.smumustangs.com
