School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Primary Icon
Emerson College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Boston, MA",www.emerson.edu,www.emersonlions.com,40_40.thumbnail_default.jpg
Simmons University,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Research Universities,"Boston, MA",www.simmons.edu/,www.simmons.edu/athletics,41_41.favicon-194x194.png
Suffolk University,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Boston, MA",www.gosuffolkrams.com,www.suffolk.edu/,42_42.thumbnail_default.jpg
Northeastern University,Division I,Division I,DI Subdivision,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Private,Research Universities,"Boston, MA",www.gonu.com,www.northeastern.edu,43_43.site.png
Pine Manor College,Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Chestnut Hill, MA",www.pmc.edu/,www.pmc.edu/athletics,
Eastern Nazarene College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Quincy, MA",www.enc.edu,www.enc.edu/athletics,45_45.thumbnail_default.jpg
Curry College,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Milton, MA",www.curry.edu,www.curryathletics.com,46_46.thumbnail_default.jpg
Dean College,Division III,Division III,Non-DI,Provisional Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Franklin, MA",www.dean.edu,www.deanbulldogs.com,47_47.favicon-194x194.png
Boston College,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Private,Research Universities,"Chestnut Hill, MA",www.bc.edu,www.bceagles.com,48_48.site.png
Babson College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Babson Park, MA",www.babson.edu,www.babsonathletics.com,49_49.thumbnail_default.jpg
Bentley University,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Waltham, MA",www.bentley.edu,www.bentley.edu/athletics,50_50.favicon-194x194.png
Brandeis University,Division III,Division III,Non-DI,Active Member,University Athletic Association,University Athletic Association,Non-HBCU,Private,Research Universities,"Waltham, MA",www.brandeis.edu,www.brandeisjudges.com,51_51.thumbnail_default.jpg
Lasell University,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Newton, MA",laserpride.lasell.edu,www.lasell.edu,52_52.apple-touch-icon-180x180.png
Wellesley College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Wellesley, MA",www.wellesley.edu,www.wellesleyblue.com,53_53.thumbnail_default.jpg
Regis College (Massachusetts),Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Weston, MA",www.goregispride.com,www.regiscollege.edu/,54_54.thumbnail_default.jpg
Merrimack College,Division II,Division II,Non-DI,II Reclassifying to I (B20.5.2.1),Northeast Conference,Northeast Conference,Non-HBCU,Private,Master's Colleges & Universities,"North Andover, MA",www.merrimack.edu,www.merrimackathletics.com,55_55.favicon.ico
Framingham State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Framingham, MA",www.framingham.edu,www.fsurams.com,56_56.thumbnail_default.jpg
Fitchburg State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Fitchburg, MA",www.fitchburgfalcons.com,www.fitchburgstate.edu,57_57.thumbnail_default.jpg
Clark University (Massachusetts),Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Research Universities,"Worcester, MA",www.clarku.edu,www.clarku.edu/departments/athletics,
Worcester Polytechnic Institute,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Research Universities,"Worcester, MA",www.wpi.edu/,www.wpi.edu/athletics,
Becker College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Worcester, MA",www.becker.edu,www.beckerhawks.com,60_60.thumbnail_default.jpg
Assumption College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Worcester, MA",www.assumption.edu,www.assumptiongreyhounds.com,61_61.thumbnail_default.jpg
Worcester State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Worcester, MA",www.worcester.edu/,www.wsulancers.com,62_62.thumbnail_default.jpg
Anna Maria College,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Paxton, MA",www.annamaria.edu,www.annamaria.edu/athletics/,
College of the Holy Cross,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Baccalaureate Colleges,"Worcester, MA",www.goholycross.com,www.holycross.edu,64_64.site.png
Amherst College,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Amherst, MA",www.amherst.edu,www.athletics.amherst.edu/landing/index,65_65.favicon.ico
"University of Massachusetts, Amherst",Division I,Division I,DI FBS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Public,Research Universities,"Amherst, MA",www.umass.edu/,www.umassathletics.com,66_66.favicon.ico
Elms College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Chicopee, MA",ecblazers.com,www.elms.edu,67_67.thumbnail_default.jpg
Western New England University,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Research Universities,"Springfield, MA",www.wne.edu/,www.wnegoldenbears.com,68_68.thumbnail_default.jpg
Springfield College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MA",www.springfieldcollege.edu/,www.springfieldcollege.edu/homepage/athletics.nsf/hom,69_69.thumbnail_default.jpg
American International College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MA",www.aic.edu,www.aicyellowjackets.com,70_70.site.png
Bay Path University,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Longmeadow, MA",www.baypath.edu,www.baypath.edu/athletics,71_71.thumbnail_default.jpg
Nichols College,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Special Focus Schools,"Dudley, MA",www.nichols.edu,www.nicholsathletics.com,72_72.site.png
Salem State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Salem, MA",www.salemstate.edu,www.salemstatevikings.com,73_73.thumbnail_default.jpg
Stonehill College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Baccalaureate Colleges,"Easton, MA",www.stonehill.edu/,www.stonehillskyhawks.com,74_74.thumbnail_default.jpg
Wheaton College (Massachusetts),Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Norton, MA",athletics.wheatoncollege.edu/,www.wheatoncollege.edu/,75_75.favicon-194x194.png
Bridgewater State University,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bridgewater, MA",www.bridgew.edu,www.bsubears.com,76_76.thumbnail_default.jpg
Massachusetts Maritime Academy,Division III,Division III,Non-DI,Active Member,Massachusetts State Collegiate Athletic Conference,Massachusetts State Collegiate Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Buzzards Bay, MA",www.maritime.edu,www.mmabucs.com,77_77.thumbnail_default.jpg
"University of Massachusetts, Dartmouth",Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Research Universities,"North Dartmouth, MA",www.corsairathletics.com,www.umassd.edu,78_78.favicon.ico
University of Massachusetts Boston,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Research Universities,"Boston, MA",www.beaconsathletics.com,www.umb.edu/,79_79.site.png
Mount Holyoke College,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"South Hadley, MA",www.mtholyoke.edu/,www.mtholyoke.edu/athletics,80_80.thumbnail_default.jpg
Williams College,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Williamstown, MA",athletics.williams.edu/landing/index,www.williams.edu/,81_81.favicon-194x194.png
Brown University,Division I,Division I,DI FCS,Active Member,The Ivy League,The Ivy League,Non-HBCU,Private,Research Universities,"Providence, RI",brownbears.com,www.brown.edu,82_82.site.png
Johnson & Wales University (Providence),Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Providence, RI",www.jwu.edu,www.jwuathletics.com,83_83.thumbnail_default.jpg
Rhode Island College,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Providence, RI",www.goanchormen.com,www.ric.edu,84_84.thumbnail_default.jpg
Providence College,Division I,Division I,DI Subdivision,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Master's Colleges & Universities,"Providence, RI",www.friars.com,www.providence.edu/,85_85.site.png
Roger Williams University,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Bristol, RI",www.rwu.edu/,www.rwuhawks.com,86_86.favicon.ico
Salve Regina University,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Newport, RI",www.salve.edu,www.salveathletics.com,87_87.thumbnail_default.jpg
University of Rhode Island,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Public,Research Universities,"Kingston, RI",www.gorhody.com,www.uri.edu,88_88.site.png
U.S. Coast Guard Academy,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"New London, CT",www.cgasports.com,www.uscga.edu/,89_89.thumbnail_default.jpg
Mitchell College,Division III,Division III,Non-DI,Active Member,New England Collegiate Conference,New England Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"New London, CT",www.mitchell.edu,www.mitchellathletics.com,90_90.favicon-194x194.png
Eastern Connecticut State University,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Willimantic, CT",gowarriorathletics.com,www.easternct.edu,92_92.site.png
University of Connecticut,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Storrs, CT",www.uconn.edu,www.uconnhuskies.com,93_93.site.png
Wesleyan University (Connecticut),Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Middletown, CT",www.wesleyan.edu/,www.wesleyan.edu/athletics,94_94.site.png
Trinity College (Connecticut),Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hartford, CT",www.bantamsports.com,www.trincoll.edu,95_95.site.png
University of Hartford,Division I,Division I,DI Subdivision,Active Member,America East Conference,America East Conference,Non-HBCU,Private,Research Universities,"West Hartford, CT",www.hartford.edu,www.hartfordhawks.com,96_96.favicon.ico
University of St. Joseph (Connecticut),Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Research Universities,"West Hartford, CT",www.usj.edu,www.usjbluejays.com,97_97.thumbnail_default.jpg
Central Connecticut State University,Division I,Division I,DI FCS,Active Member,Northeast Conference,Northeast Conference,Non-HBCU,Public,Master's Colleges & Universities,"New Britain, CT",ccsubluedevils.com,www.ccsu.edu,98_98.thumbnail_default.jpg
Quinnipiac University,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Research Universities,"Hamden, CT",www.quinnipiac.edu,www.quinnipiacbobcats.com,99_99.site.png
Albertus Magnus College,Division III,Division III,Non-DI,Active Member,Great Northeast Athletic Conference,Great Northeast Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"New Haven, CT",www.albertus.edu,www.albertusfalcons.com,100_100.favicon-194x194.png
University of New Haven,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"West Haven, CT",www.newhaven.edu/,www.newhavenchargers.com,101_101.favicon.ico
Southern Connecticut State University,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Public,Master's Colleges & Universities,"New Haven, CT",www.southernct.edu/,www.southernctowls.com,102_102.favicon.ico
Post University,Division II,Division II,Non-DI,Active Member,Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Waterbury, CT",www.post.edu,www.posteagles.com,103_103.site.png
University of Bridgeport,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Research Universities,"Bridgeport, CT",www.bridgeport.edu,www.ubknights.com,104_104.thumbnail_default.jpg
Sacred Heart University,Division I,Division I,DI FCS,Active Member,Northeast Conference,Northeast Conference,Non-HBCU,Private,Research Universities,"Fairfield, CT",www.sacredheart.edu/,www.sacredheartpioneers.com/,105_105.thumbnail_default.jpg
Fairfield University,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fairfield, CT",fairfield.edu,fairfieldstags.com,106_106.site.png
Western Connecticut State University,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Danbury, CT",www.wcsu.edu/,www.wcsuathletics.com,107_107.site.png
"Purchase College, State University of New York",Division III,Division III,Non-DI,Active Member,Skyline Conference,Skyline Conference,Non-HBCU,Public,Baccalaureate Colleges,"Purchase, NY",www.purchase.edu,www.purchasecollegeathletics.com,108_108.site.png
Concordia College (New York),Division II,Division II,Non-DI,Active Member,Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Bronxville, NY",www.concordia-ny.edu,www.concordiaClippers.com,109_109.favicon.ico
Iona College,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"New Rochelle, NY",www.icgaels.com,www.iona.edu,110_110.favicon.ico
Sarah Lawrence College,Division III,Division III,Non-DI,Active Member,Skyline Conference,Skyline Conference,Non-HBCU,Private,Baccalaureate Colleges,"Bronxville, NY",www.gogryphons.com,www.sarahlawrence.edu,111_111.site.png
Manhattanville College,Division III,Division III,Non-DI,Active Member,Skyline Conference,Skyline Conference,Non-HBCU,Private,Master's Colleges & Universities,"Purchase, NY",www.govaliants.com,www.mville.edu,112_112.site.png
Mercy College,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Dobbs Ferry, NY",www.mercy.edu,www.mercyathletics.com,113_113.site.png
St. Thomas Aquinas College,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Sparkill, NY",www.stac.edu/,www.stacathletics.com,114_114.thumbnail_default.jpg
Dominican College (New York),Division II,Division II,Non-DI,Active Member,Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Orangeburg, NY",www.chargerathletics.com,www.dc.edu,115_115.thumbnail_default.jpg
Ramapo College,Division III,Division III,Non-DI,Active Member,New Jersey Athletic Conference,New Jersey Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Mahwah, NJ",www.ramapo.edu,www.ramapoathletics.edu,116_116.favicon-160x160.png
College of Mount Saint Vincent,Division III,Division III,Non-DI,Active Member,Skyline Conference,Skyline Conference,Non-HBCU,Private,Master's Colleges & Universities,"Bronx, NY",cmsvathletics.com/,www.mountsaintvincent.edu,117_117.site.png
Centenary University (New Jersey),Division III,Division III,Non-DI,Active Member,Colonial States Athletic Conference,Colonial States Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Hackettstown, NJ",www.centenarycollege.edu,www.centenarycyclones.com,118_118.favicon.ico
Caldwell University,Division II,Division II,Non-DI,Active Member,Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Caldwell, NJ",www.caldwell.edu/,www.caldwellathletics.com,119_119.site.png
