Colorado School of Mines,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Research Universities,"Golden, CO",www.csmorediggers.com/landing/index,www.mines.edu
U.S. Air Force Academy,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Baccalaureate Colleges,"USAF Academy, CO",www.goairforcefalcons.com/,www.usafa.edu
Colorado College,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Colorado Springs, CO",www.cctigers.com,www.coloradocollege.edu/
Adams State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Alamosa, CO",www.adams.edu,www.asugrizzlies.com
Utah Valley University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Orem, UT",www.uvu.edu,www.wolverinegreen.com
Westminster College (Utah),Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Salt Lake City, UT",www.westminstercollege.edu,www.westminstergriffins.com
Weber State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ogden, UT",www.weber.edu,www.weberstatesports.com/
Utah State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Logan, UT",utahstateaggies.com,www.usu.edu/
"University of Nevada, Reno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Reno, NV",www.nevadawolfpack.com,www.unr.edu
"California State University, Chico",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Chico, CA",www.chicowildcats.com,www.csuchico.edu
Humboldt State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Arcata, CA",www.hsulumberjacks.com,www.humboldt.edu
Sonoma State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Rohnert Park, CA",www.sonoma.edu/,www.sonomaseawolves.com
"California State University, East Bay",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Hayward, CA",www.csueastbay.edu,www.eastbaypioneers.com
Dominican University of California,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Rafael, CA",www.dominican.edu,www.dominicanathletics.com
"University of California, Berkeley",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Berkeley, CA",www.berkeley.edu,www.calbears.com
Colorado Mesa University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Grand Junction, CO",www.cmumavericks.com,www.coloradomesa.edu
"California State University, Monterey Bay",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Seaside, CA",www.csumb.edu,www.otterathletics.com
Stanford University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Stanford, CA",www.gostanford.com,www.stanford.edu
Notre Dame de Namur University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Belmont, CA",www.ndnu.edu/,www.ndnuargos.com
Saint Mary's College of California,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Moraga, CA",www.SMCGaels.com,www.stmarys-ca.edu/
Academy of Art University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Francisco, CA",www.academyart.edu,www.artuathletics.com
San Francisco State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Francisco, CA",sfstategators.com,www.sfsu.edu/
"University of California, Santa Cruz",Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"Santa Cruz, CA",www.goslugs.com/,www.ucsc.edu/
Santa Clara University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Santa Clara, CA",www.santaclarabroncos.com,www.scu.edu
"California State University, Stanislaus",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Turlock, CA",www.csustan.edu,www.warriorathletics.com
University of the Pacific,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Stockton, CA",www.pacific.edu/,www.pacifictigers.com
"California State University, Sacramento",Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Sacramento, CA",www.csus.edu,www.hornetsports.com
"University of California, Davis",Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Davis, CA",www.ucdavis.edu,www.ucdavisaggies.com
"California State University, Fresno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Fresno, CA",www.csufresno.edu,www.gobulldogs.com
Fresno Pacific University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fresno, CA",fpuathletics.com/,www.fresno.edu
"California State University, Bakersfield",Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bakersfield, CA",www.csub.edu,www.gorunners.com
"University of California, Santa Barbara",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Santa Barbara, CA",ucsbgauchos.com,www.ucsb.edu
California Polytechnic State University,Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Luis Obispo, CA",gopoly.com,www.calpoly.edu
California Lutheran University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Thousand Oaks, CA",www.callutheran.edu,www.clusports.com
"California State University, Northridge",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Northridge, CA",www.GoMatadors.com,www.csun.edu
Loyola Marymount University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.LMULions.com,www.lmu.edu
University of Southern California,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.usc.edu/,www.usctrojans.com
"University of California, Los Angeles",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Los Angeles, CA",www.ucla.edu,www.uclabruins.com
"California State University, Los Angeles",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Los Angeles, CA",www.calstatela.edu,www.calstatelaathletics.com
Biola University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Research Universities,"La Mirada, CA",athletics.biola.edu/,www.biola.edu/
Claremont McKenna-Harvey Mudd-Scripps Colleges,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Claremont, CA",www.claremontmckenna.edu,www.cmsathletics.org
Long Beach State University,Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Long Beach, CA",longbeachstate.com,www.csulb.edu
"California State Polytechnic University, Pomona",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Pomona, CA",www.broncoathletics.com,www.cpp.edu
"California State University, Dominguez Hills",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Carson, CA",www.csudh.edu,www.gotoros.com
Pepperdine University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Malibu, CA",www.pepperdine.edu/,www.pepperdinesports.com
Occidental College,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Los Angeles, CA",www.oxy.edu,www.oxyathletics.com
California Institute of Technology,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Pasadena, CA",www.caltech.edu,www.gocaltech.com
Azusa Pacific University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Research Universities,"Azusa, CA",www.apu.edu,www.apu.edu/athletics
Concordia University Irvine,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Irvine, CA",www.cui.edu,www.cuieagles.com
California Baptist University,Division II,Division II,Non-DI,II Reclassifying to I (B20.5.2.1),Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Riverside, CA",www.calbaptist.edu,www.cbulancers.com
Chapman University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Orange, CA",www.chapman.edu,www.chapmanathletics.com
"California State University, San Bernardino",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Bernardino, CA",www.csusb.edu,www.csusbathletics.com
"University of California, Riverside",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Riverside, CA",www.gohighlanders.com/,www.ucr.edu
University of Redlands,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Redlands, CA",www.goredlands.com,www.redlands.edu
"University of California, San Diego",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"La Jolla, CA",www.ucsd.edu,www.ucsdtritons.com
Point Loma Nazarene University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Diego, CA",www.plnusealions.com,www.pointloma.edu
"California State University, San Marcos",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Marcos, CA",csusmcougars.com,www.csusm.edu
San Diego State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"San Diego, CA",www.goaztecs.com,www.sdsu.edu/
"University of Nevada, Las Vegas",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Las Vegas, NV",www.unlv.edu,www.unlvrebels.com
Southern Utah University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cedar City, UT",www.suu.edu,www.suutbirds.com
Dixie State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"St. George, UT",www.dixie.edu,www.dixieathletics.com
Fort Lewis College,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Durango, CO",www.fortlewis.edu,www.goskyhawks.com
Northern Arizona University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Flagstaff, AZ",www.nau.edu,www.nauathletics.com
Grand Canyon University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Research Universities,"Phoenix, AZ",www.gcu.edu/,www.gculopes.com
Arizona State University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Tempe, AZ",asu.edu,www.thesundevils.com/
University of Arizona,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Tucson, AZ",www.arizona.edu,www.arizonawildcats.com
"University of Colorado, Colorado Springs",Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Research Universities,"Colorado Springs, CO",www.gomountainlions.com,www.uccs.edu
Colorado State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Fort Collins, CO",www.colostate.edu,www.csurams.com
Regis University (Colorado),Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Private,Research Universities,"Denver, CO",www.regis.edu/,www.regisrangers.com
Colorado Christian University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lakewood, CO",www.ccu.edu,www.ccucougars.com
Western New Mexico University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Silver City, NM",www.wnmu.edu/,www.wnmumustangs.com
Eastern New Mexico University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Portales, NM",www.enmu.edu,www.goeasternathletics.com
New Mexico State University,Division I,Division I,DI FBS,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Research Universities,"Las Cruces, NM",www.nmstatesports.com,www.nmsu.edu
University of Texas at El Paso,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"El Paso, TX",www.utep.edu/,www.utepathletics.com
New Mexico Highlands University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Las Vegas, NM",www.nmhu.edu,www.nmhucowboys.com
Sul Ross State University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Public,Master's Colleges & Universities,"Alpine, TX",www.srlobos.com,www.sulross.edu/
University of New Mexico,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Albuquerque, NM",www.golobos.com,www.unm.edu/
Hardin-Simmons University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Abilene, TX",hsuathletics.com,www.hsutx.edu
University of Texas at San Antonio,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"San Antonio, TX",www.goutsa.com,www.utsa.edu
Oakland City University,Division II,Division II,Non-DI,Active Member,Independent,Independent,Non-HBCU,Private,Baccalaureate Colleges,"Oakland City, IN",www.oak.edu/,www.oak.edu/athletics2/index.php
Louisiana College,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Pineville, LA",www.lacollege.edu,www.lcwildcats.net
Texas A&M International University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Laredo, TX",www.tamiu.edu,www.tamiu.edu/athletics/
The University of Texas Rio Grande Valley,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Research Universities,"Edinburg, TX",goutrgv.com,www.utrgv.edu
Texas A&M University-Kingsville,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Research Universities,"Kingsville, TX",www.javelinaathletics.com,www.tamuk.edu/
Texas A&M University-Corpus Christi,Division I,Division I,DI Subdivision,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Corpus Christi, TX",www.goislanders.com,www.tamucc.edu/
St. Mary's University (Texas),Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Antonio, TX",www.rattlerathletics.com,www.stmarytx.edu/
Trinity University (Texas),Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Antonio, TX",www.trinity.edu,www.trinitytigers.com
Texas Lutheran University,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Seguin, TX",www.tlu.edu,www.tlubulldogs.com/
Texas State University,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"San Marcos, TX",www.txstate.edu/,www.txstatebobcats.com
St. Edward's University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Austin, TX",www.GoHilltoppers.com,www.stedwards.edu/
Concordia University Texas,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Austin, TX",www.athletics.concordia.edu,www.concordia.edu/
Howard Payne University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Brownwood, TX",www.hpusports.com,www.hputx.edu
University of Texas at Austin,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Austin, TX",www.TexasSports.com,www.utexas.edu
Prairie View A&M University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Prairie View, TX",www.pvamu.edu,www.pvpanthers.com
University of the Incarnate Word,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Research Universities,"San Antonio, TX",www.uiw.edu,www.uiwtx.edu/athletics/index.htm
Lamar University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Beaumont, TX",www.lamar.edu/,www.lamarcardinals.com
Houston Baptist University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Master's Colleges & Universities,"Houston, TX",www.hbu.edu/,www.hbuhuskies.com
Rice University,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Private,Research Universities,"Houston, TX",www.rice.edu,www.riceowls.com
